Abbruch	Abort
param_dazu	param_add
param_typ	param_ty
param_typ_aufgeloest	param_ty_resolved
param_wert	param_value
parameterliste	param_list
parse_fehler	parse_error
partner_setzen	partner_set
passend	matching
passende_stelle	matching_site
passt	fits
passt_als_u64	fits_as_u64
passt_in	fits_in
passt_ziel	fits_target
payload_ausricht	payload_align
pfad	path
pfade_normalisieren	paths_normalize
pl_hat	pl_has
plaetze	slots
platz	slot
platziert	placed
polster	padding
pos_welt	pos_world
positionen_sind_zeichenbasiert	positions_are_char_based
prae	pre
praefix	prefix
praezedenz_nach_ebnf	precedence_after_ebnf
print_zahl	print_number
print_zeile	print_line
probe_typ	probe_ty
profil	prof
profil_setzen	profile_set
profile_deklaration	profile_decl
programm	program
protokoll	log
pruef	check
pruef_last	check_last
pruefe	check
pruefe_argument	check_argument
pruefe_aufruf	check_call
pruefe_block	check_block
pruefe_expr	check_expr
pruefe_gc_felder	check_gc_fields
pruefe_match_faelle	check_match_cases
pruefe_reg	check_reg
pruefe_schreibziel	check_write_target
pruefe_stmt	check_stmt
pruefe_umsetzung	check_impl
pruefe_umsetzung_am	check_impl_am
pruefe_zyklen	check_cycles
pruefphasen_nehmen_nachtraeglich_erzeugte_elemente_an	check_phases_take_later_generated_elems_an
ptradd_konst	ptradd_const
ptypen	ptypes
puf	buf
puffer	buffer
puffer_gleich	buffer_equal
punkt	dot
punkt_neu	dot_new
punkt_summe	dot_sum
punkt_typ	dot_ty
q_ausricht	q_align
q_groesse	q_size
quadrat	square
quadrat_tab	square_tab
qualifiziere	qualify
quell	src
quelle	source
quelle_braucht_gc	source_needs_gc
quelle_braucht_sammlungen	source_needs_collections
quelle_hat_allocerror	source_has_allocerror
quelle_hat_fadenarbeit	source_has_thread_work
quelle_hat_finalisierer	source_has_finalizer
quelle_n	source_n
quellen	sources
quellen_oeffentlich_und_abhaengigkeiten	sources_public_and_dependencies
rahmen	frame
rahmen_bauen	frame_build
rahmen_ist_16_ausgerichtet	frame_is_16_aligned
rang	rank
raum	space
raus	out
rc_block_holen	rc_block_get
rc_block_zurueck	rc_block_back
rc_freigeben	rc_free
rc_gleich	rc_equal
rc_groesse_von	rc_size_of
rc_heap_allokationen	rc_heap_allocations
rc_heap_belegte_bytes	rc_heap_used_bytes
rc_heap_frei	rc_heap_free
rc_heap_freigaben	rc_heap_releases
rc_heap_kapazitaet	rc_heap_capacity
rc_heap_lebende	rc_heap_live
rc_ist_leer	rc_is_empty
rc_klasse_bytes	rc_class_bytes
rc_klasse_fuer	rc_class_for
rc_klonen	rc_clone
rc_leer	rc_empty
rc_lesen	rc_read
rc_neu	rc_new
rc_roh_adresse	rc_raw_address
rc_roh_verweis	rc_raw_ref
rc_schwach_zahl	rc_weak_number
rc_seiten	rc_pages
rc_stark_zahl	rc_strong_number
rc_wert_adresse	rc_value_address
rechne	compute
rechteck_neu	rect_new
rechts	right
ref_aus	ref_out
ref_summe	ref_sum
ref_verarbeiten	ref_process
referenz	reference
reg_gesperrt	reg_locked
reg_stamm	reg_stem
reg_von	reg_of
regel1_gc_allokation_ist_verboten	regel1_gc_allocation_is_forbidden
regel2_aufruf_ohne_no_gc_ist_verboten	regel2_call_without_no_gc_is_forbidden
regel2_markierter_aufruf_ist_erlaubt	regel2_marked_call_is_allowed
regel3_schreiben_in_gc_feld_ist_verboten	regel3_write_in_gc_field_is_forbidden
regel3_zuweisung_an_oertliche_veraenderliche_ist_erlaubt	regel3_assign_an_local_mutable_is_allowed
regeln	rules
register_ist_eindeutig	register_is_unique
reihenfolge_ok	order_ok
reines_reg	pure_reg
rekursion_wird_nicht_eingebettet	recursion_becomes_not_embedded
render_eine	render_a
report_zeigt_surrogat	report_shows_surrogate
reserviere	reserve
resolve_mit_self	resolve_with_self
rest_setzen	rest_set
restgrenze	rest_limit
ret_basis	ret_base
ret_term_fehler	ret_term_error
ret_typ_der_funktion	ret_ty_the_func
ret_von	ret_of
return_anweisung	return_stmt
rf_typ	rf_ty
ring_neu	ring_new
roh	raw
roh_ok	raw_ok
roh_wert	raw_value
rohtext_element	raw_text_elem
rss_ende	rss_end
rueck	back
rueckwaerts	backward
ruf	call
ruf_argumente	call_args
ruf_argumente_in	call_args_in
ruf_auf	call_on
ruf_mit_ziel	call_with_target
ruf_voll	call_full
rufart	call_kind
rufziel	call_target
rumpf	body
rund	round
runde	round
runden	rounds
runden_max	rounds_max
rundlauf	roundtrip
s_art	s_kind
s_ausricht	s_align
s_dazu	s_add
s_ende	s_end
s_groesse	s_size
s_spalte	s_col
s_zeiger	s_ptr
s_zeile	s_line
sammeln	collect
samml	coll
sammle_befunde	collect_findings
satz	set
schau	look
schiebe	shift
schlafe_ms	sleep_ms
schlecht	bad
schleife	loop_fn
schleife_bleibt_unangetastet_und_terminiert	loop_stays_untouched_and_terminated
schleife_mit_invarianter_multiplikation	loop_with_invariant_multiplication
schleifen	loops
schleifenrumpf_ohne_speicherzugriff	loop_body_without_mem_access
schleifenzaehler_landet_im_register	loop_counter_lands_im_register
schliesse	close
schluessel	key
schluss	closing
schmal	narrow
schmale_addition	narrow_addition
schmale_felder	narrow_fields
schmales_add_wird_nicht_zur_adresse	narrow_add_becomes_not_to_address
schnittstelle_schreiben	interface_write
schnittstelle_von	interface_of
schnittstellen_methode	interfaces_method
schnittstellen_ruf	interfaces_call
schon_da	already_da
schon_fertig	already_done
schon_null	already_null
schranke	bound
schranke_ok	bound_ok
schranke_pruefen	bound_check
schranken	bounds
schreib	write
schreib_alles	write_everything
schreib_datei	write_file
schreib_lit	write_lit
schreib_nach	write_after
schreib_zahl	write_number
schreib_zeile	write_line
schreibe	write
schreibe_basis	write_base
schreibe_binaer	write_binary
schreibe_breit_i64	write_wide_i64
schreibe_breit_u64	write_wide_u64
schreibe_f64	write_f64
schreibe_f64_bits	write_f64_bits
schreibe_hex	write_hex
schreibe_hex_gross	write_hex_big
schreibe_i64	write_i64
schreibe_oktal	write_octal
schreibe_u64	write_u64
schreiben	write
schritt	step
schritte	steps
schwanz	tail
schwarz	black
scope_ende	scope_end
scope_grundliste	scope_base_list
scrub_tief	scrub_deep
sechs	six
secret_werte_bekommen_kein_register	secret_values_get_no_register
secret_werte_bleiben_unangetastet	secret_values_stay_untouched
secure_zero_ueberlebt_den_optimierer	secure_zero_survives_the_optimizer
seit	since
seite	page
seiten	pages
seiten_auf	pages_on
seiteneffekte_bleiben_erhalten	side_effects_stay_keep
selbe	same
selbst	slf
selbst_param	self_param
selbst_rek	self_rec
selbst_sequenz	self_sequence
selbst_typ	self_ty
select_bleibt_cmov_auch_mit_registern	select_stays_cmov_also_with_registers
select_bleibt_select	select_stays_select
select_wird_cmov_und_nie_ein_sprung	select_becomes_cmov_and_never_in_jump
sema_baum	sema_tree
sema_braucht_comptime	sema_needs_comptime
sema_fe_setzen	sema_fe_set
sema_fehler	sema_error
sema_frei	sema_free
sema_gc_setzen	sema_gc_set
sema_if_setzen	sema_if_set
sema_kernel_setzen	sema_kernel_set
sema_konst	sema_const
sema_konst_wert	sema_const_value
sema_lauf	sema_run
sema_mu_setzen	sema_mu_set
sema_neu	sema_new
sema_typ	sema_ty
sema_typ_anzahl	sema_ty_count
sema_typen	sema_types
semikolon_ist_optional	semicolon_is_optional
serie	series
seriell_bereit	serial_ready
seriell_init	serial_init
seriell_text	serial_text
seriell_zeichen	serial_char
setz_lokal	set_local
setze	set
setze_bei	set_at
setze_x	set_x
sf_typ	sf_ty
sf_versatz	sf_offset
sicht	view
sieben	seven
signatur	signature
signifikante_ziffern	significant_digits
sin_kern	sin_core
sink_abgebrochen	sink_aborted
sink_baum_modus	sink_tree_mode
sink_entities_versucht	sink_entities_tries
sink_fehler	sink_error
sink_fehler_anzahl	sink_error_count
sink_fehler_bei	sink_error_at
sink_neu	sink_new
sink_set_baum_modus	sink_set_tree_mode
sink_set_entities_versucht	sink_set_entities_tries
sink_set_xml_modus	sink_set_xml_mode
sink_set_zaehlmodus	sink_set_count_mode
sink_tokenzahl	sink_token_count
size_of_ausdruck	size_of_expr
sj_art	sj_kind
sk_art	sk_kind
skalar	scalar
skalare_belegen_ein_wort	scalars_occupy_in_word
skaliere	scale
sliste	slist
sliste_anfang	slist_start
sliste_at	slist_at
sliste_dazu	slist_add
slot_suchen	slot_search
slot_von	slot_of
sofort_erfolg	immediately_success
sofort_fehler	immediately_error
soll	should
soll_b	should_b
sonderknoten_probe	special_node_probe
sonst	els
spaehe_tief	peek_deep
spaeter	later
spalte	col
spanne	span
spanne_ab	span_ab
spanne_bis	span_to
spanne_leer	span_empty
spanne_teil	span_part
spanne_von_bytes	span_of_bytes
spanne_von_c	span_of_c
sparsamer_switch_bleibt_kette	sparsamer_switch_stays_chain
spawn_sequenz	spawn_sequence
speichere	store
speichere_slot	store_slot
speichere_xmm	store_xmm
sprungtabelle_bei_30_zustaenden	jump_table_at_30_states
sr_frei	sr_free
sr_neu	sr_new
st_anzahl	st_count
st_ausrichtung	st_alignment
st_feld_typ	st_field_ty
st_groesse	st_size
stamm	stem
stand	state
stapel	stack
stapel_bei	stack_at
stapel_bis_koerperkontext	stack_to_body_context
stapel_bis_tabellenkontext	stack_to_table_context
stapel_bis_zeilenkontext	stack_to_line_context
stapel_einfuegen_ueber	stack_insert_over
stapel_einfuegen_unter	stack_insert_under
stapel_entferne	stack_remove
stapel_enthaelt	stack_contains
stapel_ersetzen	stack_replace
stapel_index	stack_index
stapel_pop	stack_pop
stapel_pop_bis	stack_pop_to
stapel_pop_bis_name	stack_pop_to_name
stapel_push	stack_push
stapelargumente_ab_dem_siebten_wort	stack_args_ab_the_seventh_word
stapelwert	stack_value
stark	strong
stark_a	strong_a
stark_b	strong_b
stark_offs	strong_offs
startzustand	start_state
stbreite	st_width
stellen	digits
stellenzahl	digit_count
stirbt	dies
stoere	disturb
stoert_speicher	disturbs_memory
str16_haelt_ungepaartes_surrogat	str16_holds_unpaired_surrogate
str16_normalisiert_nichts	str16_normalized_nothing
str_ist_utf8	str_is_utf8
str_lehnt_ungepaartes_surrogat_ab	str_rejects_unpaired_surrogate_ab
strang_neu	strand_new
streu	hash
streu_einfuegen_roh	hash_insert_raw
streu_wachsen	hash_grow
streuwert	hashvalue
strich	dash
strom	stream
strom_am_ende	stream_am_end
strom_art	stream_kind
strom_attr_erstes	stream_attr_first
strom_daten	stream_data
strom_doctype_pubid	stream_doctype_pubid
strom_doctype_sysid	stream_doctype_sysid
strom_flaggen	stream_flags
strom_name	stream_name
strom_nattr	stream_nattr
strom_neu	stream_new
strom_pos	stream_pos
strom_setzen	stream_set
strom_weiter	stream_next
strom_zurueck	stream_back
strtod_arbeitsbytes	strtod_work_bytes
struct_auspraegen	struct_instantiate
struct_deklaration	struct_decl
struct_und_const_und_profile	struct_and_const_and_profile
struct_vorlage	struct_template
struct_vorlage_finden	struct_template_find
struct_vorlagen_der_datei	struct_templates_the_file
struktur_anzahl	structure_count
struktur_dazu	structure_add
struktur_flen	structure_flen
struktur_foff	structure_foff
struktur_mc	structure_mc
struktur_name	structure_name
stueck	piece
subjekt	subject
subst_typ	subst_ty
suche	search
suche_manifest	search_manifest
suchen	search
suchpfade_und_modulpfad	search_paths_and_module_path
summe	sum
summe_gross	sum_big
summe_klein	sum_small
summe_mittel	sum_mid
summe_s	sum_s
summe_w	sum_w
sw_anfang	sw_start
sw_dazu	sw_add
sw_schluessel	sw_key_at
sw_ziel	sw_target
switch_erzeugt_vergleichskette	switch_generated_compare_chain
switch_liest_den_wert_ohne_umweg_ueber_den_rahmen	switch_reads_the_value_without_detour_over_the_frame
sys_spaeter	sys_later
syscall_wird_erkannt	syscall_becomes_recognized
t_art	t_kind
t_fach	t_bucket
t_fehler	t_error
t_fertig	t_done
t_ganz	t_whole
t_kopf	t_header
t_laeufe	t_runs
t_lebende	t_live
t_lebendk	t_livek
t_leer	t_empty
t_mehrfach	t_multi
t_okt	t_oct
t_spalten	t_cols
t_typ	t_ty
t_ueber	t_over
t_unter	t_under
t_voll	t_full
t_zyklen	t_cycles
tab_anzahl	tab_count
tab_bauen	tab_build
tab_gross	tab_big
tab_laenge	tab_length
tab_zeiger	tab_ptr
tabelle	table
tabelle_bauen	table_build
tabelle_sonst	table_else
tafel	table
tafel_frei	table_free
tafel_label	table_label
tafel_neu	table_new
tafel_von	table_of
tafeln	tables
tafeln_asm	tables_asm
tafelschluessel	table_key
tag_bauen	tag_build
tart	tkind
tausch	swap
tb_kette	tb_chain
tb_kopf	tb_header
teil	part
teile	parts
teile_zaehle	parts_count
teiler	divisor
teiler_leerraum	divisor_whitespace
teiler_naechst	divisor_next
teiler_neu	divisor_new
term_setzen	term_set
terminiert	terminated
test_regeln	test_rules
text_aus	text_out
text_keine_abhaengigkeit	text_no_dependency
text_namenskonflikt	text_name_clash
text_neu	text_new
text_nicht_oeffentlich	text_not_public
text_von	text_of
text_zu_u64_basis	text_zu_u64_base
tfeld	tfield
tief	deep
tief_wert	deep_value
tiefe	depth
tiefe_verschachtelung_bricht_sauber_ab	depth_nesting_breaks_clean_ab
tiefe_verschachtelung_wird_erreicht	depth_nesting_becomes_reaches
tmp_ist_script	tmp_is_script
tname_lesen	tname_read
tok_attr_war_doppelt	tok_attr_was_duplicate
tok_emit_bei	tok_emit_at
tok_hat_attribute	tok_has_attribute
tok_ist_ende	tok_is_end
tok_ist_endtag	tok_is_endtag
tok_ist_self_closing	tok_is_self_closing
tok_ist_start	tok_is_start
tok_type_ist	tok_type_is
tokenstrom	token_stream
tokenzahl	token_count
tot	dead
treffer	hit
treiber	driver
trenn	split
trenner	sep
trimme	trim
trimme_links	trim_left
trimme_menge	trim_set
trimme_rechts	trim_right
try_adresse	try_address
try_pruefen	try_check
tt_ausschuetten	tt_flush
tt_nur_space	tt_only_space
txt_gleich	txt_equal
txt_stueck	txt_piece
ty_art	ty_kind
typ	ty
typ_der_wurzel	ty_the_root
typ_gleich	ty_equal
typ_neu	ty_new
typ_struct	ty_struct
typ_von	ty_of
typargumente	ty_args
typen	types
typen_aufloesen	types_resolve
typen_der_felder	types_the_fields
typen_fehler_setzen	types_error_set
typen_frei	types_free
typen_gc_setzen	types_gc_set
typen_neu	types_new
typen_struct_anhaengen	types_struct_append
typen_struct_festlegen	types_struct_define
typen_struct_vormerken	types_struct_reserve
typen_und_arrays	types_and_arrays
typen_v	types_v
typname	ty_name
typparameterliste	ty_param_list
typtabelle_asm	ty_table_asm
typtext	ty_text
u32_bei	u32_at
u32_feld	u32_field
u32_setzen	u32_set
u64_feld_mit_aufruf	u64_field_with_call
u64_nach_f64	u64_after_f64
u_geprueft	u_checked
u_prae	u_pre
u_typ	u_ty
ucd_gross	ucd_big
ueb	ov
ueber	over
ueberlauf	overflow
ueberlauf_wird_korrekt_zurechtgestutzt	overflow_becomes_correct_trimmed
ueberschreibung	overriding
ueberschuss	excess
uebersetze	compile
ueberspringe	skip
uebersprungen	skipped
uebrig	left
umbenannt	renamed
umbenannt_wert	renamed_value
umfang	extent
umg	env
umgebung	env
umgesetzt	implemented
umgewandelt	converted
umhaengen	relink
umschaltung	switching
umsetzung_da	impl_da
umsetzung_ok	impl_ok
umwandelbar	convertible
un_ausdruck	un_expr
unaer	unary
unbekannte_klasse	unknown_class
unbekannter_schluessel_ist_ein_fehler	unknown_key_is_in_error
unbenutzte_alloca_verschwindet_kettenweise	unused_alloca_vanishes_chained
und_ausdruck	and_expr
und_funktion	and_func
und_kurzschluss_wird_gefaedelt	and_short_circuit_becomes_threaded
unendlich	infinite
ungeeignet	unsuitable
ungepaart	unpaired
union_schreiben	union_write
unmarkierte_funktion_wird_nicht_geprueft	unmarked_func_becomes_not_checked
unsignierte_verschiebung_und_cast	unsigned_shift_and_cast
unsupported_grund	unsupported_basic
unten	below
unter_test	under_test
urmodus	basemode
utf16_hin_und_zurueck	utf16_to_and_back
utf8_anhaengen	utf8_append
utf8_codepunkt	utf8_code_point
utf8_fehl	utf8_fail
utf8_fehlzeichen	utf8_bad_char
utf8_ist_grenze	utf8_is_limit
utf8_lies	utf8_read
utf8_naechst	utf8_next
utf8_teil	utf8_part
utf8_vorher	utf8_before
utf8_zaehle	utf8_count
utf8_zeichen	utf8_char
uwert	uvalue
v_abh	v_dep
v_daten	v_data
v_modul	v_module
v_pfad	v_path
v_quelle	v_source
v_typ	v_ty
v_ziel	v_target
var_anlegen	var_create
var_suchen	var_search
varianten_code	variants_code
varianten_muster	variants_pattern
vec_anhaengen	vec_append
vec_binaersuche	vec_binary_search
vec_einfuegen	vec_insert
vec_entfernen	vec_remove
vec_entfernen_schnell	vec_remove_fast
vec_enthaelt	vec_contains
vec_frei	vec_free
vec_fuellen	vec_fill
vec_gleich	vec_equal
vec_index_von	vec_index_of
vec_ist_leer	vec_is_empty
vec_ist_sortiert	vec_is_sorted
vec_kap	vec_cap
vec_kopie	vec_copy
vec_kuerzen	vec_shorten
vec_leeren	vec_clear
vec_letztes	vec_last
vec_neu	vec_new
vec_senken	vec_lower
vec_setzen	vec_set
vec_sortiere	vec_sort
vec_sortiert_einfuegen	vec_sorted_insert
vec_tausche	vec_swap
vec_umkehren	vec_invert
vec_untere_schranke	vec_lower_bound
vec_wachse	vec_grow
vec_zaehle	vec_count
vec_zeiger	vec_elem_ptr
veraenderlich	mutable
verarbeite_marke	process_mark
verarbeite_zeichen	process_char
verbinde	join
verbinde_teil	join_part
verbinden	join
verbraucht	consumed
verbunden	joined
verdoppeln	double
verdopple	double
vergleich_ist_nicht_assoziativ	compare_is_not_associative
vergleich_und_zweig_falten_unerreichbaren_block_weg	compare_and_branch_fold_unreachable_block_away
vergleiche	compare
vergleiche_ohne_fall	compare_without_case
vermerke_verschieben_sich_und_lassen_sich_abschalten	notes_move_itself_and_let_itself_disable
vers	ver
versand	dispatch
versatz	offset
versatz_fehler	offset_error
verschmelzbar	mergeable
verschoben	moved
versteckt	hidden
versuche	attempt
vertraeglich	compatible
verworfen	discarded
verz	dir
verzeichnis	dirname
verzeichnis_von	dir_of
vga_leeren	vga_clear
vga_zelle	vga_cell
vgl	cmp
vgl_ausdruck	cmp_expr
vgl_op	cmp_op
viele	many
viele_parameter_bleiben_im_registerpfad	many_parameter_stay_im_register_path
vielleicht_qualifiziert	maybe_qualified
vier	four
void_rueckgabe_ohne_xor	void_ret_without_xor
voll	full
vollstaendig	complete
vollstaendiges_match_uebersetzt	complete_match_compiled
von	of
von_zeichen	of_char
vor	before
vor_b	before_b
vor_kap	before_cap
vorab	upfront
vorgabe	default
vorhanden	present
vorher	before
vorher_pp	before_pp
vorher_strich	before_dash
vorheriges	previous
vorige	previous
vorkopf	preheader
vorkopf_von	preheader_of
vorlader	preloader
vorlage	template
vorlagen	templates
vorn	front
vorne	front
vorschlag	proposal
vorschlag_findet_tippfehler	proposal_finds_typo
vorz	sign
vt_typ	vt_ty
w_zeiger	w_ptr
wachse	grow
waehle	choose
wahr	bin_true
warten	wait
was	what
weak_freigeben	weak_free
weak_ist_leer	weak_is_empty
weak_leer	weak_empty
weak_roh_adresse	weak_raw_address
weak_stark_zahl	weak_strong_number
weak_von	weak_of
weg	away
weichen	forks
weiss	white
weite	extent
weiter	next
weiter_bump	next_bump
welche	which
welt	world
welt_ab_datei	world_ab_file
welt_ab_wurzel	world_ab_root
welt_anzahl	world_count
welt_bauen	world_build
welt_c	world_c
welt_fehler	world_error
welt_finde_wurzel	world_find_root
welt_frei	world_free
welt_info	world_info
welt_ist_leer	world_is_empty
welt_ist_oeffentlich	world_is_public
welt_kante	world_edge
welt_lade	world_load
welt_name_zeiger	world_name_ptr
welt_neu	world_new
welt_paket_von	world_package_of
welt_quelle_anzahl	world_source_count
welt_quelle_basis	world_source_base
welt_start_zeiger	world_start_ptr
welt_text_kein_start	world_text_no_start
welt_text_keine_abhaengigkeit	world_text_no_dependency
welt_text_namenskonflikt	world_text_name_clash
welt_text_nicht_oeffentlich	world_text_not_public
wer	who
wert	value
wert_anzahl	value_count
wert_im_arc	value_im_arc
wert_name	value_name
wert_reg	value_reg
wert_setzen	value_set
wert_von	value_of
werte	values
while_anweisung	while_stmt
while_und_index	while_and_index
wickeln	wrap
wiederhole	repeat
wieoft	howoften
wieviel	howmuch
will_zeiger	will_ptr
winzig	tiny
wirt	host
wnamen	wnames
woerter	words
woerter_laden	words_load
woerter_speichern	words_store
wort	word
worte	words
wortgroesse	word_size
wortliste	word_list
wozu	whatfor
wtypen	wtypes
wurzel	root
wurzelverz	root_dir
x_coart	x_cokind
xml_modus	xml_mode
zaehl	count
zaehl_gross	count_big
zaehle_lesezugriffe	count_reads
zaehle_teil	count_part
zaehle_zeichen	count_char
zaehler	counter
zaehler_beim_verlassen	counter_at_leave
zaehlung	count
zahl	number
zahl_nr	number_nr
zahlen_und_trenner	numbers_and_sep
zehn	ten
zehn_hoch	ten_high
zehn_hoch_ganz	ten_high_whole
zehn_u8	ten_u8
zeichen	chars
zeichen_bei	char_at
zeichen_einfuegen	char_insert
zeichen_in_body	char_in_body
zeichen_modus	char_mode
zeichenzahl	char_count
zeichnen	draw
zeig	show
zeige	show
zeiger	ptr
zeiger_self	ptr_self
zeile	line
zeilen	lines
zeilen_naechst	lines_next
zeilen_neu	lines_new
zeilen_von_buf	lines_of_buf
zeilen_zahl	lines_number
zeilenanfang	line_start
zeilenende	line_end
zeilenende_beendet_die_anweisung	line_end_finished_the_stmt
zeit	time
zeit_ausgabe	time_output
zeit_fehler	time_error
zeit_frei	time_free
zeit_lauf	time_run
zeit_neu	time_new
zelle	cell
zelle_die_entkommt_wird_nicht_gefaedelt	cell_the_escapes_becomes_not_threaded
zelle_in_table_scope	cell_in_table_scope
zelle_schliessen	cell_close
zellen	cells
zellen_mit_entkommender_adresse_werden_nicht_befoerdert	cells_with_escaping_address_become_not_promoted
zerstoert	destroys
ziel	target
ziel_aus_manifest	target_out_manifest
ziel_id	target_id
ziel_n	target_n
ziel_von	target_of
zielb	targetb
ziele	targets
ziele_stimmen	targets_match
zielsl	targetsl
ziffer	digit
ziffern	digits
ziffern_1000	digits_1000
ziffernwert	digit_value
ziffernzahl	digit_count
zu_breite_verschiebung_bleibt_stehen	zu_width_shift_stays_stand
zu_gross	zu_big
zu_grosse_zahl	zu_big_number
zu_klein	zu_small
zugehoerigkeit_zu_einem_paket	membership_zu_a_package
zurueck	back
zuruecksetzen	reset
zusaetze	extras
zusaetzliche_suchpfade	extra_search_paths
zusatz	extra
zustand	state
zuweisbar	assignable
zwei	two
zwei_gleiche_asm_bloecke_werden_nicht_zusammengelegt	two_same_asm_blocks_become_not_merged
zweimal_gelesene_adresse_wird_nicht_gefaltet	twice_read_address_becomes_not_folded
zweit	second
zweiter	second
zweiter_lauf_aendert_nichts_mehr	second_run_changes_nothing_more
zwischen	between
zyklen	cycles
zyklen_pruefen	cycles_check
zyklus	cycle
zyklus_anlegen_und_verwerfen	cycle_create_and_discard
zyklus_dfs	cycle_dfs
